brand,model,year,body_type,engine_size,cylinders,turbo,horsepower,torque_nm,weight,wheelbase_mm,length_mm,width_mm,height_mm,doors,seats,transmission,fuel_type,drivetrain,odometer_km,city_ratio,battery_kwh,emission_std,co2_gpkm,l_per_100km,price,target_mileage
Honda,CR-V,2024,suv,1.26,4,0,141.0,204,1815.0,2540,4443,1809,1636,5,5,automatic,petrol,FWD,15814.0,0.422,0.0,EURO 6d,139.7,5.84,29640,17.12
BMW,X5,2013,suv,2.67,6,0,281.0,471,2298.0,2726,4874,1939,1653,5,7,automatic,petrol,AWD,263033.0,0.563,0.0,EURO 5,,11.02,23033,9.07
Nissan,Sentra,2012,crossover,,6,0,175.0,292,2096.0,2687,4574,1790,1567,5,5,manual,petrol,FWD,142546.0,0.622,0.0,EURO 5,151.9,6.35,22149,15.75
BMW,X5,2017,crossover,1.26,4,1,199.0,254,1740.0,2562,4212,1747,1559,5,5,automatic,petrol,FWD,72481.0,0.091,0.0,EURO 6,139.1,5.81,26991,17.2
Volkswagen,Passat,2006,hatchback,1.23,4,0,138.0,200,1316.0,2588,4206,1741,1452,5,5,automatic,diesel,RWD,222251.0,0.286,0.0,EURO 4,106.0,4.01,12229,24.91
Kia,Niro,2019,sedan,1.78,4,1,,292,1631.0,2576,4245,1748,1469,4,5,automatic,diesel,RWD,96173.0,0.391,0.0,EURO 6,146.2,5.54,21977,18.06
BMW,3 Series,2021,sedan,1.5,4,1,206.0,300,1510.0,2572,4311,1775,1438,4,5,automatic,diesel,FWD,97203.0,0.212,0.0,EURO 6d,131.0,4.96,28843,20.15
Volkswagen,Golf,2013,sedan,4.33,8,0,345.0,628,2196.0,2958,4999,1888,1441,4,5,automatic,hybrid,FWD,134384.0,0.238,2.32,EURO 5,117.0,5.85,25527,17.1
Volkswagen,Passat,2010,sedan,1.94,4,0,174.0,310,1520.0,2589,4419,1774,1471,4,5,manual,petrol,FWD,230956.0,0.261,0.0,EURO 5,119.5,5.0,15695,20.01
Nissan,Sentra,2009,wagon,4.85,8,0,299.0,561,2458.0,2952,5088,1978,1458,5,5,automatic,hybrid,FWD,302972.0,0.742,1.47,EURO 4,121.5,6.08,13752,16.45
Honda,Fit,2022,sedan,3.0,6,0,213.0,396,1749.0,2784,4673,1871,1449,4,5,automatic,petrol,FWD,58679.0,0.358,0.0,EURO 6d,138.6,5.8,35634,17.25
Nissan,Sentra,2023,sedan,1.77,4,0,161.0,274,1448.0,2553,4396,1807,1454,4,5,manual,petrol,FWD,39565.0,0.155,0.0,EURO 6d,130.8,5.47,28585,18.29
Ford,Escape,2011,suv,1.0,3,0,111.0,162,1811.0,2502,4369,1768,1655,5,5,manual,petrol,AWD,310230.0,0.148,0.0,EURO 5,143.2,5.99,11528,16.7
Mercedes,GLC,2008,hatchback,3.59,8,1,435.0,657,1891.0,2839,4796,1921,1451,5,5,automatic,petrol,FWD,450000.0,0.332,0.0,EURO 4,214.5,8.97,26389,11.15
Toyota,Camry,2012,crossover,3.41,8,1,258.0,415,2155.0,2805,4721,1841,1593,5,5,automatic,hybrid,RWD,213356.0,0.112,2.08,EURO 5,96.9,4.84,22035,20.65
Volkswagen,Passat,2019,suv,2.52,6,0,186.0,325,1988.0,2712,4724,1894,1649,5,7,cvt,petrol,RWD,35218.0,0.772,0.0,EURO 6,144.4,6.03,24810,16.57
Nissan,Sentra,2021,suv,3.41,8,0,239.0,423,2350.0,2868,4947,1948,1653,5,7,automatic,petrol,RWD,56806.0,0.743,0.0,EURO 6d,197.0,8.24,26567,12.14
Nissan,Rogue,2024,sedan,1.86,4,1,187.0,283,1564.0,2653,4319,1822,1463,4,5,manual,diesel,FWD,19963.0,0.254,0.0,EURO 6d,107.4,4.07,26196,24.59
Volkswagen,Polo,2016,sedan,1.42,4,1,167.0,280,1430.0,2530,4304,1791,1452,4,5,manual,hybrid,FWD,96890.0,0.307,1.64,EURO 6,93.2,4.66,17175,21.46
Volkswagen,Golf,2012,pickup,2.36,6,1,235.0,395,2426.0,2850,4985,1794,1451,4,5,automatic,petrol,FWD,141886.0,0.475,0.0,EURO 5,176.5,7.38,20116,13.56
Honda,CR-V,2024,sedan,4.26,8,0,330.0,581,2008.0,2960,4959,1924,1454,4,5,automatic,hybrid,FWD,22221.0,0.228,1.83,EURO 6d,93.6,4.68,37241,21.37
Chevrolet,Cruze,2013,crossover,2.57,6,0,219.0,325,2205.0,2718,4594,1822,1578,5,5,automatic,electric,AWD,189372.0,0.425,109.51,EURO 5,-0.4,2.04,23904,48.98
Chevrolet,Equinox,2011,pickup,2.1,4,0,190.0,362,2283.0,2858,4791,1826,1446,4,5,manual,hybrid,RWD,150023.0,0.111,2.36,EURO 5,98.5,4.93,14768,20.3
Volkswagen,Passat,2011,sedan,1.05,3,0,156.0,219,1322.0,2537,4159,1765,1478,4,5,automatic,diesel,FWD,173779.0,0.189,0.0,EURO 5,107.9,4.09,12217,24.47
Ford,F-150,2022,suv,1.12,3,0,107.0,179,1705.0,2547,4377,1824,1626,5,7,automatic,hybrid,FWD,72871.0,0.352,2.23,EURO 6d,81.2,4.06,25019,24.64
Kia,Optima,2017,crossover,4.52,8,0,307.0,561,2435.0,2927,5103,1908,1570,5,5,automatic,hybrid,FWD,211381.0,0.83,1.31,EURO 6,129.0,6.45,28624,15.5
Toyota,Prius,2014,sedan,1.6,4,0,130.0,210,1274.0,2616,4347,1779,1465,4,5,manual,petrol,FWD,148726.0,0.213,0.0,EURO 5,102.8,4.3,17118,23.28
Honda,Fit,2015,suv,0.94,3,0,108.0,151,1816.0,2455,4331,1796,1631,5,7,manual,petrol,FWD,210022.0,0.134,0.0,EURO 6,122.4,5.12,14334,19.55
Volkswagen,Golf,2008,sedan,,8,0,260.0,410,1882.0,2842,4778,1917,1472,4,5,automatic,diesel,FWD,356194.0,0.125,0.0,EURO 4,175.5,6.65,18443,15.04
Nissan,Altima,2016,wagon,3.48,8,0,269.0,443,2312.0,2797,4764,1863,1485,5,5,automatic,petrol,AWD,48367.0,0.342,0.0,EURO 6,249.1,10.41,30494,9.6
BMW,X5,2024,sedan,2.05,4,0,241.0,370,1574.0,2637,4467,1824,1455,4,5,manual,petrol,FWD,19639.0,0.307,0.0,EURO 6d,,5.87,37024,17.03
Audi,Q5,2021,hatchback,3.74,8,0,349.0,558,1957.0,2797,4835,1950,1429,5,5,manual,petrol,FWD,59562.0,0.525,0.0,EURO 6d,158.9,6.64,39187,15.05
Kia,Sportage,2017,sedan,1.39,4,0,114.0,188,1294.0,2522,4243,1717,1452,4,5,cvt,petrol,FWD,75592.0,0.546,0.0,EURO 6,134.7,5.63,19812,17.76
Toyota,Corolla,2008,sedan,4.0,8,0,261.0,461,2117.0,2905,4844,1915,1433,4,5,manual,hybrid,RWD,329403.0,0.204,1.43,EURO 4,102.3,5.11,21383,19.56
Audi,A3,2018,hatchback,4.35,8,0,388.0,613,2098.0,2938,4998,1927,1435,5,5,manual,petrol,RWD,167607.0,0.218,0.0,EURO 6,220.1,9.2,33470,10.87
Toyota,RAV4,2006,sedan,4.77,8,0,287.0,563,2069.0,2965,5122,1976,1426,4,5,manual,diesel,FWD,325296.0,0.525,0.0,EURO 4,,5.42,14779,18.44
Toyota,Prius,2012,wagon,1.15,3,1,116.0,227,1775.0,2570,4152,1762,1444,5,5,automatic,hybrid,AWD,208135.0,0.078,1.87,EURO 5,99.7,4.99,19185,20.06
Ford,Fusion,2011,suv,2.39,6,0,205.0,342,2135.0,2707,4682,1902,1641,5,5,manual,petrol,FWD,190621.0,0.258,0.0,EURO 5,204.8,8.56,13489,11.68
Ford,Fusion,2018,hatchback,2.62,6,0,221.0,373,1605.0,2700,4618,1830,1480,5,5,automatic,petrol,FWD,75407.0,0.497,0.0,EURO 6,144.3,6.03,27544,16.57
Ford,Focus,2019,pickup,2.02,4,0,177.0,293,2314.0,2841,4819,1806,1400,4,5,automatic,petrol,AWD,141933.0,0.329,0.0,EURO 6,170.5,7.13,24127,14.03
Hyundai,Tucson,2022,sedan,0.81,3,0,95.0,194,1295.0,2452,4053,1743,1412,4,5,automatic,petrol,FWD,66745.0,0.489,0.0,EURO 6d,110.1,4.6,19300,21.73
Toyota,Camry,2024,sedan,2.75,6,0,205.0,309,1741.0,2681,4586,1832,1438,4,5,manual,petrol,FWD,14344.0,0.303,0.0,EURO 6d,119.2,4.98,31404,20.07
Kia,Sportage,2019,sedan,6.5,12,1,435.0,764,2700.0,3200,5550,2050,1459,4,5,automatic,petrol,FWD,147049.0,0.904,0.0,EURO 6,383.7,16.04,38386,6.23
BMW,X3,2017,coupe,3.78,8,0,336.0,536,1956.0,2808,4895,1925,1457,2,5,manual,electric,FWD,49345.0,0.251,62.14,EURO 6,-0.9,2.0,39990,49.99
Mercedes,C-Class,2022,sedan,2.13,4,1,279.0,444,1582.0,2686,4331,1813,1438,4,5,manual,diesel,FWD,62007.0,0.314,0.0,EURO 6d,115.8,4.38,33997,22.81
Mercedes,GLE,2023,wagon,1.05,3,1,149.0,257,1555.0,2526,4054,1778,1420,5,5,cvt,petrol,FWD,57854.0,0.247,0.0,EURO 6d,134.2,5.61,29622,17.83
Mercedes,C-Class,2015,sedan,1.02,3,1,182.0,224,1281.0,2518,4175,1744,1457,4,5,cvt,petrol,FWD,299665.0,0.505,0.0,EURO 6,129.6,5.42,22258,18.46
Ford,F-150,2023,sedan,6.5,12,0,444.0,741,2596.0,3159,5504,2050,1464,4,5,manual,petrol,FWD,35108.0,0.462,0.0,EURO 6d,231.3,9.67,39086,10.34
Volkswagen,Polo,2015,crossover,4.75,8,1,407.0,703,2652.0,2953,5103,1989,1563,5,5,automatic,hybrid,AWD,109975.0,0.473,2.44,EURO 6,259.7,12.99,35470,7.7
Mercedes,E-Class,2023,crossover,1.07,3,1,191.0,286,1783.0,2492,4147,1741,1564,5,5,automatic,petrol,RWD,19311.0,0.67,0.0,EURO 6d,148.8,6.22,26740,16.08
Kia,Niro,2009,hatchback,1.01,3,1,138.0,221,1322.0,2528,4159,1773,1460,5,5,cvt,hybrid,AWD,265834.0,0.625,1.3,EURO 4,95.0,4.75,9585,21.06
Volkswagen,Polo,2019,sedan,1.66,4,0,144.0,254,,2617,4308,1779,1471,4,5,automatic,petrol,FWD,120195.0,0.631,0.0,EURO 6,138.0,5.77,21854,17.33
Toyota,Corolla,2008,hatchback,1.98,4,0,152.0,263,1697.0,2597,4340,1778,1453,5,5,cvt,diesel,AWD,232528.0,0.172,0.0,EURO 4,121.1,4.59,14509,21.79
Hyundai,Sonata,2024,sedan,5.94,12,1,425.0,754,,3122,5424,2011,1464,4,5,dct,electric,FWD,12416.0,0.925,41.93,EURO 6d,-1.2,2.35,48417,42.53
Toyota,RAV4,2016,hatchback,4.01,8,0,288.0,500,1870.0,2885,4933,1921,1450,5,5,cvt,hybrid,FWD,189686.0,0.461,1.29,EURO 6,85.5,4.28,27540,23.39
Chevrolet,Cruze,2020,suv,1.71,4,0,163.0,247,1825.0,2612,4500,1879,1638,5,5,automatic,petrol,RWD,101710.0,0.239,0.0,EURO 6,160.5,6.71,23052,14.9
Volkswagen,Golf,2007,sedan,3.31,8,0,268.0,470,2079.0,2888,4806,1865,1470,4,5,automatic,hybrid,AWD,297358.0,0.606,1.44,EURO 4,115.5,5.77,17385,17.32
Hyundai,Elantra,2014,suv,3.14,6,0,184.0,335,2360.0,2799,4854,1937,1670,5,7,automatic,petrol,AWD,77911.0,0.255,0.0,EURO 5,232.1,9.7,22723,10.31
Toyota,Corolla,2010,sedan,1.02,3,1,126.0,204,1450.0,2515,4005,1757,1473,4,5,dct,petrol,AWD,13811.0,0.243,0.0,EURO 5,117.7,4.92,18950,20.32
Ford,Fusion,2016,crossover,2.35,6,0,203.0,329,2041.0,2671,4551,1805,1586,5,5,manual,petrol,AWD,113637.0,0.336,0.0,EURO 6,188.2,7.87,25863,12.71
Chevrolet,Malibu,2013,coupe,0.99,3,1,122.0,208,1642.0,2500,4104,1737,1471,2,5,automatic,petrol,AWD,184557.0,0.227,0.0,EURO 5,171.9,7.18,17725,13.92
Hyundai,Elantra,2019,sedan,2.26,6,0,175.0,337,1722.0,2661,4478,1827,1459,4,5,automatic,hybrid,FWD,116243.0,0.18,2.3,EURO 6,83.3,4.17,25485,24.01
Volkswagen,Passat,2012,sedan,1.69,4,1,181.0,273,1409.0,2582,4333,1775,1470,4,5,manual,petrol,FWD,114864.0,0.096,0.0,EURO 5,99.7,4.17,21864,24.0
Toyota,Prius,2019,suv,1.93,4,0,139.0,254,2036.0,2661,4704,1884,1610,5,7,manual,petrol,FWD,190488.0,0.614,0.0,EURO 6,133.2,5.57,22233,17.96
Volkswagen,Golf,2017,sedan,4.47,8,0,334.0,590,1983.0,2968,4991,1954,1443,4,5,,petrol,RWD,91730.0,0.381,0.0,EURO 6,179.6,7.51,33196,13.32
Mercedes,GLE,2018,sedan,2.58,6,1,331.0,501,1673.0,2711,4617,1846,1424,4,5,cvt,petrol,FWD,101669.0,0.568,0.0,EURO 6,178.7,7.47,33553,13.39
Nissan,Rogue,2020,crossover,2.0,4,0,199.0,316,1955.0,2624,4398,1842,1568,5,5,automatic,petrol,FWD,74349.0,0.375,0.0,EURO 6,123.3,5.16,23548,19.4
Kia,Optima,2017,coupe,2.61,6,0,202.0,335,1918.0,2665,4583,1861,1447,2,5,manual,petrol,FWD,132639.0,0.299,0.0,EURO 6,111.7,4.67,23425,21.42
Toyota,RAV4,2018,sedan,2.33,6,0,154.0,273,1839.0,2671,4548,1779,1485,4,5,automatic,petrol,FWD,131883.0,0.257,0.0,EURO 6,136.8,5.72,20779,17.48
Honda,Civic,2015,hatchback,3.77,8,1,298.0,493,2006.0,2852,4841,1903,1421,5,5,cvt,petrol,RWD,227777.0,0.471,0.0,EURO 6,191.7,8.01,25964,12.48
BMW,X3,2015,hatchback,1.18,3,1,202.0,272,1442.0,2543,4256,1772,1458,5,5,manual,hybrid,RWD,134568.0,0.404,1.7,EURO 6,85.6,4.28,22146,23.35
Nissan,Altima,2007,pickup,2.92,6,0,256.0,431,2238.0,2899,5011,1831,1435,4,5,automatic,hybrid,FWD,194139.0,0.174,1.34,EURO 4,113.5,5.67,17146,17.62
Audi,A3,2005,sedan,4.21,8,0,368.0,664,2257.0,2918,4961,1944,1444,4,5,manual,petrol,AWD,211862.0,0.435,0.0,EURO 4,188.2,7.87,27282,12.71
Honda,Civic,2022,wagon,1.35,4,1,147.0,207,1770.0,2600,4266,1775,1418,5,5,automatic,hybrid,FWD,47024.0,0.469,1.2,EURO 6d,78.0,3.9,26353,25.64
Mercedes,GLE,2023,sedan,1.44,4,1,221.0,331,,2588,4227,1759,1467,4,5,automatic,hybrid,AWD,21607.0,0.413,2.1,EURO 6d,,5.24,37046,19.09
Honda,Accord,2011,hatchback,3.32,8,0,293.0,482,1938.0,2833,4640,1842,1441,5,5,automatic,electric,RWD,151667.0,0.517,109.3,EURO 5,1.4,1.91,27615,52.24
Toyota,Prius,2011,crossover,4.31,8,0,295.0,544,2353.0,2929,4885,1914,1581,5,5,automatic,petrol,FWD,216455.0,0.299,0.0,EURO 5,210.8,8.81,24397,11.35
Toyota,Camry,2017,crossover,6.27,12,0,388.0,697,2846.0,3180,5390,2050,1577,5,5,automatic,diesel,FWD,71230.0,0.297,0.0,EURO 6,337.0,12.77,35424,7.83
Chevrolet,Silverado,2009,crossover,2.81,6,0,224.0,408,1911.0,2701,4670,1900,1579,5,5,automatic,diesel,FWD,446944.0,0.227,0.0,EURO 4,139.8,5.3,12470,18.88
Chevrolet,Cruze,2010,crossover,3.74,8,0,268.0,452,2450.0,2862,4876,1879,1581,5,5,automatic,petrol,FWD,207587.0,0.218,0.0,EURO 5,232.6,9.72,21671,10.29
BMW,X3,2014,pickup,3.89,8,1,381.0,611,,3035,5102,1910,1450,4,5,manual,electric,AWD,156868.0,0.252,77.15,EURO 5,0.1,1.95,34029,51.4
Toyota,Corolla,2011,sedan,2.38,6,1,199.0,318,1577.0,2654,4456,1794,1473,4,5,automatic,petrol,FWD,267602.0,0.509,0.0,EURO 5,131.5,5.5,15560,18.2
Ford,Fusion,2005,sedan,0.95,3,1,104.0,183,1363.0,2489,4180,1757,1450,4,5,automatic,petrol,FWD,286945.0,0.16,0.0,EURO 4,128.8,5.38,6018,18.57
Ford,F-150,2024,crossover,3.29,8,0,260.0,454,2252.0,2799,4738,1884,1588,5,5,automatic,diesel,FWD,11539.0,0.363,0.0,EURO 6d,146.5,5.55,30831,18.02
Nissan,Sentra,2014,hatchback,1.76,4,0,161.0,253,1427.0,2544,4399,1773,1447,5,5,dct,electric,RWD,286750.0,0.211,73.83,EURO 5,0.6,2.14,24172,46.77
Hyundai,Tucson,2024,hatchback,3.83,8,1,281.0,510,1962.0,2814,4821,1907,1444,5,5,automatic,hybrid,FWD,8446.0,0.268,1.45,EURO 6d,103.0,5.15,36289,19.41
Volkswagen,Polo,2011,sedan,1.71,4,0,157.0,281,1601.0,2609,4288,1814,1445,4,5,manual,petrol,FWD,136863.0,0.359,0.0,EURO 5,112.1,4.69,15952,21.34
Nissan,Sentra,2023,hatchback,3.23,8,0,203.0,367,1838.0,2818,4663,1877,1447,5,5,automatic,petrol,FWD,39402.0,0.05,0.0,EURO 6d,130.0,5.44,31429,18.4
Kia,Niro,2018,sedan,2.12,4,0,138.0,282,1509.0,2621,4387,1830,1450,4,5,automatic,petrol,FWD,137585.0,0.163,0.0,EURO 6,136.7,5.72,19905,17.5
Mercedes,GLC,2014,hatchback,3.89,8,1,424.0,655,2140.0,2870,4875,1920,1448,5,5,automatic,electric,RWD,160981.0,0.3,72.41,EURO 5,-1.3,2.17,37292,46.11
Hyundai,Elantra,2016,sedan,5.04,12,0,292.0,528,2419.0,2966,5120,1967,1472,4,5,automatic,petrol,RWD,157053.0,0.559,0.0,EURO 6,277.8,11.61,33505,8.61
Ford,Focus,2006,suv,3.39,8,0,264.0,434,2305.0,2823,4957,1940,1663,5,5,cvt,diesel,FWD,450000.0,0.472,0.0,EURO 4,161.8,6.13,12182,16.31
Toyota,Camry,2021,sedan,1.04,3,0,113.0,178,1351.0,2482,4116,1717,1465,4,5,cvt,hybrid,FWD,96147.0,0.934,1.72,EURO 6d,71.5,3.57,17845,27.98
Kia,Optima,2024,suv,2.09,4,0,168.0,278,2055.0,2689,4580,1886,1631,5,5,manual,hybrid,FWD,21898.0,0.421,2.12,EURO 6d,98.9,4.94,26318,20.23
Honda,Accord,2024,suv,2.03,4,0,183.0,294,2016.0,2662,4592,1853,1604,5,5,cvt,petrol,AWD,27997.0,0.343,0.0,EURO 6d,140.6,5.88,29668,17.01
Ford,Focus,2022,sedan,2.75,6,0,241.0,400,1744.0,2727,4566,1856,1443,4,5,cvt,electric,FWD,34170.0,0.349,78.01,EURO 6d,2.8,2.16,35770,46.33
Hyundai,Tucson,2006,sedan,4.06,8,0,281.0,478,2051.0,2888,4881,1926,1446,4,5,automatic,hybrid,RWD,450000.0,0.546,1.44,EURO 4,126.8,6.34,10388,15.78
Toyota,Camry,2021,hatchback,1.19,3,1,126.0,166,1332.0,2554,4162,1739,1462,5,5,manual,diesel,AWD,67485.0,0.271,0.0,EURO 6d,106.3,4.03,28436,24.84
Toyota,Camry,2006,crossover,1.02,3,0,79.0,148,1554.0,2510,4197,1737,1571,5,5,dct,hybrid,FWD,229575.0,0.29,2.34,EURO 4,74.7,3.74,5192,26.77
Nissan,Leaf,2018,suv,1.13,3,1,111.0,188,1799.0,2508,4405,1796,1625,5,5,automatic,diesel,FWD,98498.0,0.152,0.0,EURO 6,127.6,4.84,17080,20.68
Toyota,Prius,2018,suv,3.2,8,0,204.0,332,2220.0,2879,4880,1926,1624,5,5,manual,petrol,FWD,164519.0,0.296,0.0,EURO 6,163.3,6.83,21885,14.64
Nissan,Rogue,2021,hatchback,2.05,4,0,178.0,292,1543.0,2668,4468,1793,1473,5,5,manual,petrol,FWD,60469.0,0.412,0.0,EURO 6d,114.6,4.79,29640,20.87
Toyota,Camry,2015,suv,,4,0,121.0,239,1905.0,2587,4514,1819,1619,5,5,dct,hybrid,RWD,72671.0,0.236,1.56,EURO 6,92.1,4.61,17861,21.71
Hyundai,Elantra,2013,pickup,2.66,6,0,181.0,311,2271.0,2881,4957,1833,1448,4,5,automatic,hybrid,FWD,341076.0,0.277,1.21,EURO 5,103.6,5.18,18943,19.31
Toyota,RAV4,2024,pickup,1.83,4,1,160.0,241,2174.0,2822,4773,1827,1411,4,5,manual,hybrid,RWD,10486.0,0.43,2.49,EURO 6d,100.9,5.04,26397,19.83
Honda,CR-V,2009,sedan,4.31,8,0,289.0,500,2283.0,2874,5067,1942,1449,4,5,automatic,petrol,FWD,158141.0,0.703,0.0,EURO 4,206.2,8.62,20871,11.6
Chevrolet,Malibu,2012,hatchback,3.07,6,0,229.0,404,1740.0,2774,4731,1847,1450,5,5,automatic,electric,FWD,450000.0,0.679,103.81,EURO 5,-0.6,2.11,20509,47.5
Kia,Optima,2019,sedan,0.84,3,0,115.0,145,1342.0,2474,4059,1709,1472,4,5,manual,hybrid,AWD,205908.0,0.456,2.36,EURO 6,85.2,4.26,20626,23.48
Honda,Civic,2024,suv,3.0,6,1,268.0,452,2240.0,2755,4976,1936,1674,5,7,automatic,petrol,FWD,4085.0,0.635,0.0,EURO 6d,217.0,9.07,34458,11.02
Nissan,Altima,2021,suv,1.89,4,0,127.0,256,2005.0,2615,4559,1835,1634,5,7,manual,petrol,RWD,72958.0,0.334,0.0,EURO 6d,108.9,4.55,27307,21.97
Toyota,Prius,2018,sedan,1.85,4,1,171.0,291,1470.0,2595,4398,1804,1427,4,5,automatic,petrol,RWD,147460.0,0.358,0.0,EURO 6,183.8,7.69,22526,13.01
Volkswagen,Passat,2005,sedan,2.3,6,0,186.0,291,1646.0,2710,4468,1858,1424,4,5,automatic,petrol,FWD,450000.0,0.379,0.0,EURO 4,130.3,5.45,9315,18.35
Ford,Focus,2021,sedan,1.81,4,1,212.0,322,1435.0,2610,4346,1797,1455,4,5,manual,petrol,FWD,49950.0,0.137,0.0,EURO 6d,119.1,4.98,27151,20.08
Volkswagen,Golf,2016,sedan,1.97,4,1,217.0,327,1527.0,2625,4384,1823,1439,4,5,automatic,petrol,FWD,91414.0,0.297,0.0,EURO 6,149.1,6.23,19325,16.04
Kia,Niro,2021,sedan,2.1,4,1,191.0,333,1561.0,2629,4372,1802,1438,4,5,cvt,petrol,FWD,59716.0,0.733,0.0,EURO 6d,130.2,5.44,23104,18.38
Nissan,Altima,2006,sedan,6.5,12,0,428.0,770,2569.0,3184,5535,2050,1452,4,5,automatic,hybrid,FWD,167817.0,0.209,1.58,EURO 4,142.2,7.11,25205,14.07
Hyundai,Elantra,2008,hatchback,1.94,4,0,154.0,278,1502.0,2645,4349,1794,1470,5,5,automatic,petrol,RWD,306593.0,0.629,0.0,EURO 4,135.1,5.65,10264,17.7
Audi,Q5,2014,sedan,2.88,6,1,309.0,506,1675.0,2815,4692,1864,1431,4,5,cvt,petrol,RWD,226726.0,0.265,0.0,EURO 5,177.8,7.43,26388,13.45
Volkswagen,Golf,2015,crossover,1.98,4,1,180.0,301,1780.0,2613,4306,1786,1597,5,5,manual,hybrid,FWD,92159.0,0.421,1.85,EURO 6,83.0,4.15,16579,24.09
Nissan,Altima,2023,suv,3.71,8,0,265.0,428,2246.0,2831,4976,1980,1600,5,5,dct,hybrid,RWD,50852.0,0.483,1.82,EURO 6d,113.6,5.68,34225,17.61
Hyundai,Sonata,2020,sedan,1.45,4,1,151.0,258,1495.0,2614,4262,1786,1459,4,5,manual,hybrid,FWD,47734.0,0.422,2.21,EURO 6,86.5,4.32,22498,23.13
Kia,Rio,2008,crossover,1.84,4,1,192.0,245,1919.0,2579,4400,1735,1578,5,5,manual,hybrid,AWD,450000.0,0.434,2.18,EURO 4,99.9,4.99,10774,20.02
Toyota,RAV4,2013,coupe,2.85,6,0,204.0,384,1883.0,2740,4513,1864,1455,2,5,automatic,diesel,FWD,184530.0,0.278,0.0,EURO 5,145.9,5.52,19062,18.1
Toyota,RAV4,2020,crossover,2.02,4,1,196.0,361,1828.0,2640,4414,1793,1562,5,5,automatic,petrol,FWD,91353.0,0.333,0.0,EURO 6,135.7,5.67,22974,17.63
Chevrolet,Equinox,2009,suv,4.14,8,0,315.0,550,2676.0,2896,5149,1972,1631,5,5,automatic,petrol,AWD,163394.0,0.652,0.0,EURO 4,275.0,11.49,24556,8.7
Volkswagen,Tiguan,2015,suv,2.43,6,1,254.0,394,2180.0,2732,4715,1838,1644,5,5,manual,hybrid,AWD,251963.0,0.199,1.34,EURO 6,109.3,5.46,20630,18.3
Nissan,Sentra,2014,sedan,3.08,6,0,222.0,388,1884.0,2792,4667,1822,1460,4,5,automatic,petrol,RWD,45555.0,0.129,0.0,EURO 5,128.1,5.35,23621,18.68
Chevrolet,Silverado,2010,sedan,2.26,6,0,172.0,299,1755.0,2709,4549,1806,1447,4,5,manual,petrol,FWD,283996.0,0.725,0.0,EURO 5,165.1,6.9,11442,14.49
Hyundai,Tucson,2007,suv,2.69,6,0,162.0,306,2052.0,2703,4698,1907,1639,5,7,manual,petrol,FWD,386321.0,0.151,0.0,EURO 4,133.1,5.57,13676,17.97
Toyota,RAV4,2022,wagon,2.39,6,0,213.0,293,1925.0,2645,4451,1828,1458,5,5,cvt,hybrid,FWD,39570.0,0.194,1.3,EURO 6d,76.8,3.84,28820,26.04
Volkswagen,Golf,2015,suv,1.37,4,1,147.0,214,1896.0,2549,4494,1822,1656,5,7,automatic,petrol,FWD,242079.0,0.358,0.0,EURO 6,126.4,5.29,17152,18.92
Toyota,Camry,2024,hatchback,3.1,6,0,211.0,368,1715.0,2697,4666,1839,1438,5,5,cvt,petrol,RWD,11062.0,0.346,0.0,EURO 6d,127.2,5.32,29344,18.81
Mercedes,GLE,2017,crossover,2.01,4,0,230.0,364,1791.0,2622,4354,1798,1608,5,5,manual,petrol,FWD,125077.0,0.48,0.0,EURO 6,151.2,6.32,26389,15.82
Mercedes,E-Class,2023,hatchback,1.88,4,1,275.0,398,1444.0,2634,4294,1809,1450,5,5,automatic,hybrid,FWD,50768.0,0.843,1.65,EURO 6d,85.5,4.27,30075,23.4
Audi,Q5,2023,sedan,5.1,12,0,477.0,774,2473.0,3000,5174,1972,1457,4,5,automatic,petrol,FWD,10375.0,0.544,0.0,EURO 6d,241.5,10.1,47224,9.91
Nissan,Rogue,2021,crossover,2.78,6,1,233.0,409,2061.0,2688,4540,1844,1570,5,5,automatic,petrol,FWD,93697.0,0.43,0.0,EURO 6d,235.7,9.85,25760,10.15
Honda,Civic,2020,crossover,4.78,8,0,344.0,602,2496.0,2997,5106,1959,1574,5,5,manual,petrol,FWD,145336.0,0.865,0.0,EURO 6,229.9,9.61,31471,10.4
Toyota,Prius,2005,hatchback,2.37,6,0,208.0,326,1672.0,2686,4575,1850,1486,5,5,manual,hybrid,FWD,450000.0,0.572,1.66,EURO 4,91.1,4.56,8539,21.95
Nissan,Altima,2013,pickup,5.64,12,1,426.0,741,3078.0,3200,5600,1989,1449,4,5,manual,hybrid,RWD,223777.0,0.529,2.17,EURO 5,229.2,11.46,28217,8.73
Nissan,Altima,2019,suv,1.5,4,0,126.0,198,1884.0,2634,4446,1844,1587,5,5,manual,petrol,FWD,91859.0,0.504,0.0,EURO 6,148.5,6.21,22351,16.11
Audi,Q3,2010,coupe,3.14,6,1,337.0,526,1982.0,2751,4690,1865,1463,2,5,automatic,petrol,FWD,230679.0,0.314,0.0,EURO 5,206.0,8.61,26533,11.61
Hyundai,Tucson,2024,sedan,0.95,3,1,101.0,156,1355.0,2506,4129,1745,1443,4,5,manual,petrol,FWD,17691.0,0.441,0.0,EURO 6d,118.8,4.97,29613,20.13
